2023-03-24 16:22:56,701 INFO [darlingfullscore]                 Book.java:485  | 4 sheets in /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:39,650 INFO [darlingfullscore#2]                 Book.java:1767 | End of Stub#2 memory: 32,984,288
2023-03-24 16:23:39,650 INFO [darlingfullscore#3]       StepMonitoring.java:96   | LOAD
2023-03-24 16:23:39,685 INFO [darlingfullscore#3]                 Book.java:1558 | Loaded image 3 2549x3299 from /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:39,685 INFO [darlingfullscore#3]       StepMonitoring.java:96   | BINARY
2023-03-24 16:23:40,157 INFO [darlingfullscore#3]       StepMonitoring.java:96   | SCALE
2023-03-24 16:23:40,159 INFO [darlingfullscore#3]         ScaleBuilder.java:662  | Other combo peak too different (432,433,433), discarded
2023-03-24 16:23:40,159 INFO [darlingfullscore#3]         ScaleBuilder.java:662  | Other combo peak too different (186,186,187), discarded
2023-03-24 16:23:40,160 INFO [darlingfullscore#3]         ScaleBuilder.java:234  | Beam  guessed height: 14 -- 0.50 of [6..21] range
2023-03-24 16:23:40,160 INFO [darlingfullscore#3]         ScaleBuilder.java:253  | Beam measured height:  7 -- 0.07 of [6..21] range at 92% of needed quorum
2023-03-24 16:23:40,160 WARN [darlingfullscore#3]         ScaleBuilder.java:276  | No reliable beam height found, guessed value: 14
2023-03-24 16:23:40,160 INFO [darlingfullscore#3]            ScaleStep.java:63   | Scale{line(2,3,3) interline(20,21,21) beam(14 extra)}
2023-03-24 16:23:40,160 INFO [darlingfullscore#3]       StepMonitoring.java:96   | GRID
2023-03-24 16:23:40,236 INFO [darlingfullscore#3]       LinesRetriever.java:439  | Global slope: 0.00000
2023-03-24 16:23:40,243 INFO [darlingfullscore#3]    ClustersRetriever.java:266  | Retrieved line clusters: 8 of sizes [5] with interline(20,21,21)
2023-03-24 16:23:40,303 INFO [darlingfullscore#3]            PeakGraph.java:181  | Systems: #1[1, 2] #2[3, 4] #3[5, 6] #4[7, 8]
2023-03-24 16:23:40,474 INFO [darlingfullscore#3]        SystemManager.java:840  | 1 part along 4 systems
2023-03-24 16:23:40,474 INFO [darlingfullscore#3]       StepMonitoring.java:96   | HEADERS
2023-03-24 16:23:40,703 INFO [darlingfullscore#3]       StepMonitoring.java:96   | STEM_SEEDS
2023-03-24 16:23:40,821 INFO [darlingfullscore#3]            ImageUtil.java:202  | Discarding alpha band ...
2023-03-24 16:23:41,157 INFO [darlingfullscore#3]            ImageUtil.java:88   | Converting max RGB to gray
2023-03-24 16:23:41,265 INFO [darlingfullscore#3]        StemSeedsStep.java:95   | stem(3 max:3)
2023-03-24 16:23:41,277 INFO [darlingfullscore#3]       StepMonitoring.java:96   | BEAMS
2023-03-24 16:23:46,261 INFO [darlingfullscore#3]       BlackHeadSizer.java:99   | Spots black-head retrieval diameter: 18.9
2023-03-24 16:23:46,432 INFO [darlingfullscore#3]       BlackHeadSizer.java:247  | Core black head count: 48 blackHead(width:25.0~0.0 height:22.2~1.0)
2023-03-24 16:23:46,433 INFO [darlingfullscore#3]       BlackHeadSizer.java:252  | MusicFont{name:MusicalSymbols pointSize:84}
2023-03-24 16:23:46,450 INFO [darlingfullscore#3]       StepMonitoring.java:96   | LEDGERS
2023-03-24 16:23:46,609 INFO [darlingfullscore#3]       StepMonitoring.java:96   | HEADS
2023-03-24 16:23:54,661 INFO [darlingfullscore#3]        HeadSeedTally.java:208  | Scale information: HeadSeeds{NOTEHEAD_BLACK[L:1.6,R:1.5] NOTEHEAD_VOID[L:1.5]}
2023-03-24 16:23:54,661 INFO [darlingfullscore#3]       StepMonitoring.java:96   | STEMS
2023-03-24 16:23:54,863 INFO [darlingfullscore#3]       StepMonitoring.java:96   | REDUCTION
2023-03-24 16:23:54,898 INFO [darlingfullscore#3]        ReductionStep.java:118  | Stems free length median value: 71 pixels, 3.4 interlines
2023-03-24 16:23:54,898 INFO [darlingfullscore#3]       StepMonitoring.java:96   | CUE_BEAMS
2023-03-24 16:23:54,898 INFO [darlingfullscore#3]       StepMonitoring.java:96   | TEXTS
2023-03-24 16:23:55,891 INFO [darlingfullscore#3]       StepMonitoring.java:96   | MEASURES
2023-03-24 16:23:55,892 INFO [darlingfullscore#3]                 Page.java:279  | 31 raw measures: [8 in system#1, 8 in system#2, 8 in system#3, 7 in system#4]
2023-03-24 16:23:55,892 INFO [darlingfullscore#3]       StepMonitoring.java:96   | CHORDS
2023-03-24 16:23:55,897 INFO [darlingfullscore#3]       StepMonitoring.java:96   | CURVES
2023-03-24 16:23:56,491 INFO [darlingfullscore#3]         SlursBuilder.java:160  | Slurs: 2
2023-03-24 16:23:56,493 INFO [darlingfullscore#3]      SegmentsBuilder.java:114  | Segments: 11
2023-03-24 16:23:56,495 INFO [darlingfullscore#3]       StepMonitoring.java:96   | SYMBOLS
2023-03-24 16:23:56,750 INFO [darlingfullscore#3]       StepMonitoring.java:96   | LINKS
2023-03-24 16:23:56,765 INFO [darlingfullscore#3]       StepMonitoring.java:96   | RHYTHMS
2023-03-24 16:23:56,765 INFO [darlingfullscore#3]           PageRhythm.java:250  | {Page#3.1} Using last timeRational of previous page: 3/4
2023-03-24 16:23:56,777 INFO [darlingfullscore#3]       StepMonitoring.java:96   | PAGE
2023-03-24 16:23:56,779 INFO [darlingfullscore#3]                 Book.java:2076 | Book{darlingfullscore} storing
2023-03-24 16:23:56,826 INFO [darlingfullscore#3]                 Book.java:2056 | Stored /book.xml
2023-03-24 16:23:56,892 INFO [darlingfullscore#3]           DataHolder.java:297  | Stored /sheet#3/BINARY.png
2023-03-24 16:23:57,441 INFO [darlingfullscore#3]                Sheet.java:1225 | Stored /sheet#3/sheet#3.xml
2023-03-24 16:23:57,441 INFO [darlingfullscore#3]                 Book.java:2002 | Book stored as transcribed_s2m/darlingfullscore/darlingfullscore.omr
2023-03-24 16:23:57,448 INFO [darlingfullscore#3]            SheetStub.java:1197 | Disposed sheet#3
2023-03-24 16:23:57,522 INFO [darlingfullscore#3]                 Book.java:1767 | End of Stub#3 memory: 33,123,192
2023-03-24 16:23:57,522 INFO [darlingfullscore#4]       StepMonitoring.java:96   | LOAD
2023-03-24 16:23:57,534 INFO [darlingfullscore#4]                 Book.java:1558 | Loaded image 4 2549x3299 from /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:57,535 INFO [darlingfullscore#4]       StepMonitoring.java:96   | BINARY
2023-03-24 16:23:57,945 INFO [darlingfullscore#4]       StepMonitoring.java:96   | SCALE
2023-03-24 16:23:57,946 INFO [darlingfullscore#4]         ScaleBuilder.java:234  | Beam  guessed height: 14 -- 0.50 of [6..21] range
2023-03-24 16:23:57,946 INFO [darlingfullscore#4]         ScaleBuilder.java:253  | Beam measured height: 10 -- 0.27 of [6..21] range at 38% of needed quorum
2023-03-24 16:23:57,946 WARN [darlingfullscore#4]         ScaleBuilder.java:276  | No reliable beam height found, guessed value: 14
